Title,ingredients_list,category
Nasi Tahu ala Blitar,"['nasi / lontong', 'secukupnya kacang goreng', 'daun bawang / kucai', 'taoge', 'bawang merah goreng', 'sesuai selera cabe rawit', 'secukupnya kecap manis', 'secukupnya garam', 'secukupnya air matang']",tahu
Nugget tahu,"['merica sck', 'garam sck', 'penyedap rasa sck', 'pelapis:']",tahu
Bola bola turnet (tahu kornet)🐢,"['tepung bumbu instan', 'minyak goreng']",tahu
Tahu Walik,"['garam', 'kaldu bubuk sapi', 'secukupnya air mendidih']",tahu
Sup tahu kuah udang,"['/2 sdt lada bubuk', '/2 sdt bubuk kayu putih', 'secukupnya garam dan gula pasir']",tahu
Nuget tahu,"['secukupnya lada', 'secukupnya penyedap rasa', 'secukupnya tepung roti']",tahu
Tahu Penyet sambel bawang,"['garam', 'bawang putih', 'sedikit air', 'minyak utk menggoreng', 'bahan utk sambal', 'gula garam dan penyedap rasa']",tahu
Mun Tahu Daging Sapi,"[', cincang halus', ', potong2', ', geprek', 'secukupnya gula, merica/lada', 'secukupnya kaldu jamur/maggi blok', 'secukupnya air']",tahu
Oseng Tahu SosisBuncis,"['secukupnya buncis', 'garam', 'gula', 'minyak goreng']",tahu
Balado tahu n kentang,"['bumbu yg direbus dan dihaluskan:', 'secukupnya gula dan garam']",tahu
Perkedel tahu,"['daun pre', 'daun seledri', 'bumbu halus :', 'garam']",tahu
Bothok tahu tempe jerohan,"['sesuai selera cabai', 'i ruas kunyit', 'ale', 'gula', 'garam', 'penyedap rasa', 'daun pisang']",tahu
Oseng Tahu Asem Manis,"['segenggam fusili', 'sedikit lada', 'bumbu halus :', 'sejumput garam']",tahu
Pepes tahu,"[', cincang', ',cincang halus', '/2 sdt gula pasir', 'daun pisang']",tahu
Steak tahu cangkalang,"[', ukuran sedang', '/2 sdm tepung kanji', ', cincang halus', '/2 sdt kunir bubuk', 'secukupnya tepung roti', 'secukupnya minyak', 'secukupnya air', 'bumbu halus :', 'bahan sayur :', ', potong²', ', potong²', ', potong²', 'kemangi kalau suka']",tahu
Semur tahu,"['bumbu halus:', 'sahang kasar', 'bumbu geprek :', '/2 butir pala', 'secukupnya gula,garam,kaldu bubuk', 'bawang goreng untuk taburan']",tahu
Tumis tahu terong bumbu serai.,"['/2 matang', 'sdikit lengkuas', '/jeruk', 'gula garam', 'daun kemangi jika ada', 'tomat']",tahu
Tahu Crispy Cabe Garam,"[', potong dadu', 'cincang kasar', ', iris tipis', ', iris tipis', ', iris tipis', 'garam', 'kaldu ayam bubuk', 'minyak untuk menggoreng']",tahu
Tahu Bejek,"['irisan daun bawang secukupnya', 'irisan cabe merah keriting secukupnya', 'bumbu halus:', 'secukupnya lada', 'secukupnya gula dan garam', ', kocok lepas']",tahu
Orem-orem tahu tempe endez,"['secukupnya tahu putih', 'secukupnya tempe', 'santan kelapa,,,sesuai selera', 'bumbu halus :', '/4 ibu jari jahe', '/2 ibu jari kunir', '/4 ibu jari kencur', '/2 peres sdt lada bubuk', 'secukupnya garam', 'secukupnya gula', 'secukupnya bumbu penyedap', 'bahan pelengkap :', ',,geprek', 'lengkuas sebesar ibu jari,,,geprek', ', nb : lebih harum yg daunx kering', 'daun bawang,,,potong uk sedang', 'minyak untuk menggoreng']",tahu
Tahu isi,"['taoge', 'wortel diiris tipis', 'kubis', 'untuk bumbu isiannya', 'garam', 'bumbu penyedap', 'air', 'untuk pelapis tahu', 'ketumbar', 'garam', 'bumbu penyedap', 'air']",tahu
Tahu Dangdut Medan,"['potong', '##di resep pakai tahu kopong', 'bumbu halus:', 'bumbu iris:', 'larutkan air', '-krn g punya maizena', 'secukupnya garam', 'secukupnya gula', 'secukupnya kaldu bubuk jika suka', 'secukupnya lada bubuk']",tahu
Pepes tahu kemangi simpel,"['/kuning', 'secukupnya daun kemangi', '/2 sdt ketumbar halus', 'secukupnya garam', 'secukupnya merica', 'daun pisang', 'tusuk lidi', 'daun salam']",tahu
Tahu rambutan,"['secukupnya telur puyuh rebus saya pake14 biji', 'kaldu bubuk', 'lada bubuk', 'secukupnya garam', 'daun bawang', 'mie instan merek apa saja', 'minyak untuk menggoreng']",tahu
Semur kecap tahu bakso telur megicom,"['secukupnya lada bubuk', 'secukupnya kecap bango', 'secukupnya garam', 'secukupnya gula', 'secukupnya masako', 'minyak goreng untuk menumis bawang nya']",tahu
Tahu goreng isi sayur aci,"['bahan2 yg dihaluskan', 'secukupnya garam, dan merica bubuk', 'tepung kanji', 'tepung ayam goreng', 'secukupnya air dan minyak']",tahu
Tahu n tempe penyet resep bedinde #parts 6#,"['❤bumbu perendam tahu&tempe❤', '/2 papan besar tempe', 'secukupnya garam n lada', '/2 sdt ketumbar bubuk', '❤bumbu sambal❤', '/2 sdt terasi bakar', '/2 buah tomat merah', 'secukupnya garam', '❤pelengkap❤', 'daun kemangi', 'timun']",tahu
Oseng Jamur Tiram Tahu Telor,"['secukupnya merica bubuk', 'secukupnya air']",tahu
Sambal goreng udang dan tahu,"['/2 kg udang segar', 'secukupnya gula dan garam', 'bumbu halus:']",tahu
Semur tahu + telur,"['ladaku', 'ketumbar', 'secukupnya gula merah', '/2 bungkus royco sapi']",tahu
Tahu tek Suroboyo'an,"['krupuk', 'kecambah, rebus', ', goreng, lalu potong²', 'secukupnya kecap manis', 'secukupnya air', ', goreng kocok biar kriuk², iris²', 'bumbu halus :', 'sejimpit garam', '/2 sdt lada bubuk', '/2 sdt garam']",tahu
Oseng Kecap Tahu Tempe,"['tempe', 'tahu putih', '/2 potongan lengkuas', 'secukupnya kecap manis', 'secukupnya air', 'secukupnya minyak', 'secukupnya gula,garam, penyedap rasa']",tahu
Sapo tahu bakso,"['secukupnya saos tiram', 'sesuai selera kecap manis', 'bumbu kaldu, garam dan gula putih', 'bawang bombay dan bawang putih', 'secukupnya blueband', 'secukupnya air']",tahu
Semur Crab Stik Jahu(Jamur Tahu),"['kecap asin, kecap manis, garam, lada bubuk, air']",tahu
Gulai udang tahu kacang panjang,"['bumbu halus :', 'secukupnya garam, merica dan gula']",tahu
Tahu bejek,"['secukupnya garam', 'secukupnya gula merah', 'bila suka penyedap rasa', 'minyak goreng secukupnya untuk menumis']",tahu
Tahu Aci anti alot,"['bahan adonan aci:', 'sedikit mrica/ mrica bubuk', 'secukupnya garam', 'daun kucai  diiris tipis tipis', 'kalo ingin praktis pake masako ato royco jadi tidak perlu menghaluskan mrica dan bawang putih..hehehe']",tahu
Tumis cah brokoli jamur tahu,"[', potong dadu', 'saus tiram', 'garam']",tahu
Puding Tahu Cocktail,"['puding tahu :', '/2 kaleng skm putih', 'kuah syrup kaleng lychee, jeruk mandarin, nata de coco,', 'anggur utk hiasan']",tahu
Sambal goreng tempe tahu basah,"['secukupnya kecap', 'secukupnya garam', 'secukupnya gula', 'minyak goreng']",tahu
Martabak kriuk tahu ayam telur,"['/2 tahu besar', 'garam']",tahu
Tahu Tumis Daging Pete,"['/2 sdm garam dapur', '/3 sdm lada putih', 'air putih']",tahu
Opor Ayam + Tahu,"['secukupnya bawang goreng', 'secukupnya garam, gula, dan penyedap rasa', 'bumbu yang dihaluskan :', '/2 sdt lada bubuk', '/2 sdt ketumbar bubuk']",tahu
Tumis toge tahu bakso,"['secukupnya toge , kalo saya lebih banyak lebih endesss..., togenya yg toge besar yaa', 'bakso sapi iris iris sesuka hati', 'sesuai selera cabe ijo kriting', 'sesuai selera cabe merah keriting', 'sesuai selera cabe rawit setan', 'secukupnya minyak goreng', 'garam', 'gula pasir', 'sedikit  gula merah aja', 'penyedap , diskip juga boleh', 'secukupnya saus tiram', 'sedikit  air saja']",tahu
Perkedel Tahu Simple,['masako'],tahu
Oseng 9seng sawi wortel dan tahu,"['tahu kuning', 'sawi', 'wortel', 'cabe rawit', 'bawang merah', 'baeang putih', 'tomat', 'gula merah', 'garam', 'minyak', 'penyedap rasa', 'untuk bahan sesuai selera seberapa banyak ya bund']",tahu
Tahu bodo,"['/2 sdt garam', '/2 sdt penyedap rasa']",tahu
Semur Ayam & Tahu ala ala,"['bahan :', '/2 kg ayam potong sesuai selera dan goreng setengah matang', 'bumbu halus :', 'secukupnya lada', 'secukupnya ketumbar', 'secukupnya gula jawa', 'secukupnya garam', 'penyedap secukupny']",tahu
Tahu kriuk,"['/tahu putih asal bukan tahu sutra', '/2 sdt garam', '/2 sdt merica', 'sedikit royco rasa sapi']",tahu
Tumis tahu Tauge #Bandung_RecookSariutamikimdonghwa,"['secukupnya daun bawang', 'secukupnya garam, gula pasir juga kaldu bubuk', 'minyak goreng untuk menggoreng&menumis']",tahu
Semur Tahu kuning,"['sesuai selera cabe', 'kemiri', 'jahe', 'pala', 'kayu manis', 'lada', 'kecap', 'daun salam', 'garam dan penyedap *royco', 'gula pasir', 'minyak goreng']",tahu
Tahu Jeletot Simple,"['secukupnya gula & garam', 'secukupnya royco', 'secukupnya bon cabe lev 15', 'secukupnya air putih', 'minyak goreng']",tahu
Kikil tahu pedas endoll.,"['/4 kg kikil', 'bumbu halus:', '/2 sdt merica', 'optional garam gula']",tahu
Tumis taoge tahu mudah dan praktis,"['taoge 1/2 kresek kecil', 'tahu matang 5 pcs', 'sesuai selera cabe rawit', '/4 sdt merica bubuk', 'secukupnya garam', 'secukupnya gula pasir', 'secukupnya maggie seasoning', '/4 sdt penyedap rasa magic', 'secukupnya minyak goreng']",tahu
Bola Tahu Goreng Kenyal,"['/2 sdt merica bubuk', 'secukupnya garam', 'secukupnya royco']",tahu
Sayur tahu kentang,"['santan kara kecil', 'kunyit goreng seruas jari', 'secukupnya masako']",tahu
Tahu bumbu kacang (Tahbucang) icha,"['kacang tanah sebungkus gatau berapa gram', 'secukupnya minyak untuk menggoreng', 'atau bisa diganti gula', 'secukupnya penyedap rasa']",tahu
"Nasi kuning lengkap (semur tahu, bihun goreng, teri kacang, kentang 😁","['nasi kuning', 'secukupnya kunyit bubuk dan garam', 'semur tahu dan telur', 'secukupnya kecap manis', 'tempe orek', 'potong kotak tempe', 'secukupnya kecap manis', 'teri kacang', 'goreng teri dan kacang', 'secukupnya garam', 'kentang balado', '/2 kg kentang potong kotak, dan goreng dahulu', 'bihun goreng', 'rebus bihun terlebih dahulu', '/ cincang kasar', 'secukupnya kecap asin dan manis', 'ayam ungkep bumbu kuning', 'secukupnya daun jeruk + salam', 'secukupnya kunyit bubuk', 'secukupnya garam dan lada']",tahu
Lumpia Tahu Sayur,"['/ sayur apapun', 'secukupnya gula garam penyedap', 'secukupnya kulit lumpia', 'secukupnya minyak goreng', 'saos:', 'secukupnya saos sambal', 'secukupnya kecap manis']",tahu
Sayur Tahu Taoge,"['/putih', 'merica', 'royco', 'garam', 'kecap manis']",tahu
Rendang daging tahu,"['/kg daging dipotong kecil2', 'tahu 4 buah dipotong kecil2', 'secukupnya santan kara', 'garam', '/2 lengkuas geprek']",tahu
Tahu gulung,"['daun singkong', 'secukupnya garam', 'secukupnya gula']",tahu
Sup tahu ocra,['secukupnya lada'],tahu
Oseng-oseng cambah tahu,"['/4 kecambah panjang', 'lengkuas', 'garam', 'gula', 'penyedap rasa', 'saus tiram', 'air']",tahu
Tahu gondrong+tahu nyinyir.. 😄,"['secukupnya garam', 'secukupnya penyedap rasa']",tahu
135. Tempe Tahu Kekinian,"[', goreng', 'bahan sambal :', '/2 sdt garam', 'bahan tepung pencelup  :', 'secukupnya garam, lada bubuk, kaldu bubuk', 'secukupnya minyak untuk menggoreng']",tahu
Tahu Aci Udang,"['minyak untuk menggoreng', 'bahan isi:', '/2 sdt lada', 'secukupnya garam, gula']",tahu
Tumis tahu kulit tauge,"['bumbu iris:', 'secukupnya kecap', 'secukupnya air', 'secukupnya garam/ penyedap']",tahu
Samballado telur puyuh tahu,[],tahu
Sapo tahu homemade,"[', potong2', 'secukupnya garam', 'secukupnya gula', 'secukupnya air', 'secukupnya lada bubuk']",tahu
Pepes tahu tetelan sapi,"['merica bubuk', 'gula pasit', 'penyedap', 'garam', 'daun pisang', 'tusuk gigi']",tahu
Tahu Gejrot,['secukupnya garam'],tahu
Perkedel tahu coklat alakadarnya,"['/2 sdt garam', 'secukupnya royco', '/sesuai selera']",tahu
Tumis Buncis Tahu Udang,"[', potong dadu, goreng setengah matang', ', potong korek api', ', iris serong', ', potong dadu', ', iris tipis', ', iris tipis', ', potong2', 'secukupnya gula dan garam', 'secukupnya air']",tahu
Perkedel Tahu,"[', rebus 15 menit, tiriskan, haluskan', 'secukupnya paprika kuning, potong dadu kecil2', '/4 sdt merica bubuk', '/4 sdt ketumbar bubuk']",tahu
Gabin isi tahu,"['boleh ditmbh daun bawang dan seledri', 'bumbu:', 'secukupnya garam', 'secukupnya gula', 'minyak untk menggoreng']",tahu
Usus Ayam Tahu Balado,"[', potong2', ', geprek dan simpulkan', 'bumbu halus :', 'secukupnya gula, garam, kaldu jamur']",tahu
Tahu kukus labu parang,"[', iris iris', 'labu parang secukupnya parut pakai parutan keju', 'secukupnya garam', '/2 sdt gula', 'secukupnya lada']",tahu
Tumis Tahu Dg Saus Tiram,"[', potong dadu n goreng hingga matang', 'bumbu yg diiris-iris:', 'secukupnya daun bawang', 'secukupnya garam halus', 'secukupnya  gula pasir']",tahu
Nugget Tahu Macaroni,"[',haluskan', ',parut', 'daun bawang secukupnya,iris tipis', 'bahan halus ;', 'secukupnya lada', 'garam', 'kaldu jamur', 'bahan pelapis ;', 'tepung roti']",tahu
TAHU GEJROT sederhana,"['seujung jari trasi', 'gula merah']",tahu
Tumis bunga bawang tahu,['secukupnya gula garam'],tahu
Sayur Telur Tahu Bumbu Kuning,"['/4 kg telur ayam', 'santan', 'garam', 'merica', 'bumbu penyedap', 'air', 'bumbu yang dihaluskan:']",tahu
Bola tahu wortel,"['sayur bisa ditambah dengan bayam maupun diganti dengan sayur lain seperti broloki yang terpenting iris tipis agar saat digoreng bisa matang sempurna', 'garam', 'merica', 'bubuk ketumbar', 'backing powder']",tahu
Tahu kriuk bayam merah DEBM,"['/2 ikat bayam merah  cincang', 'wortel + buncis + jagung secukup nya', 'secukupnya garam & penyedap rasa', 'minyak goreng untuk menggoreng']",tahu
Tahu Seaweed Saus Jamur,"['bahan tahu :', ', kocok lepas', 'minyak goreng', 'bahan saus :', ', iris', '. sedang,cincang', ', cincang', 'secukupnya garam gula']",tahu
Sayur pepaya tahu,"['/2 buah pepaya sedang potong korek api', 'bumbu halus', ', geprek', 'penyedap rasa']",tahu
Tahu Mercon,"[', suir kecil""', ', iris tipis""', 'minyak goreng', 'penyedap rasa', 'garam', 'gula', 'tahu kempos siap saji', 'secukupnya air']",tahu
Perkedel Tahu Simpel No Telur (2 Bahan sajaaa),"['secukupnya garam, gula, lada bubuk, kaldu bubuk']",tahu
Tahu kuah merah,"['daun bawang', 'tomat', 'rawit', 'tepung maizena sckpnya']",tahu
Nugget Tahu,"[', haluskan', ', parut halus', ', cacah halus', ', iris2', 'secukupnya garam dan gula pasir', 'secukupnya tepung panir', 'minyak utk menggoreng']",tahu
Tumis toge tahu,"['toge', 'secukupnya garam', 'secukupnya gula']",tahu
Tahu sutra daging cincang,"[', potong 4', ', cincang2', ', iris2', 'secukupnya gula garam', 'secukupnya kecap asin', ', cincang kasar', 'minyak utk menumis']",tahu
Sapo Tahu,"['larutkan 1/2 sdm maizena dengan 2 sdm air', 'lada', 'garam', 'kaldu jamur']",tahu
Martabak tahu,"['/2 wortel cincang', '/daun bawang', '/2 sdt merica bubuk']",tahu
Tahu Goreng Tepung,"['secukupnya minyak goreng', 'secukupnya air']",tahu
Tahu tauco cabe ijo,"['-15 bh cabe ijo keriting, iris', ', iris', ', iris', ', geprek', ', geprek', 'gula sesuai rasa']",tahu
Sayur Bayam Tahu dapursabilla,"['sejuput garam', 'secukupnya air', ', iris-iris', ', iris-iris', '/2 buah tomat, iris']",tahu
Ca Baby Kailan Tahu Bakso,"['seikat/secukupnya baby kailan', ', dipotong2', ', diiris2', ', digeprak dan cacah halus', 'secukupnya garam dan merica', 'secukupnya vetsin', '-250 ml air', '/pati, dicairkan', 'minyak utk menumis']",tahu
Balado tahu jamur,"['resep bumbu halus :', 'secukupnya garam', 'minyak goreng untuk menumis']",tahu
Perkedel Tahu Endoss,"['bumbu halus :', 'secukupnya garam', 'minyak untuk menggoreng']",tahu
Tahu Crispi Cabe,"['lada secukupya', 'secukupnya penyedap rasa']",tahu
Bumbu tahu telor tanpa petis,"['tahu putih', 'taoge', 'secukupnya daun seledri', 'selera cabe kecil menurut', 'gula merah secukupnya dikira2 aja ya bun😉', '/4 kacang tanah', 'garam', 'masako', '/2 sendok teh gula pasir', 'kecap', 'daun bawang buat campuran telornya ya bun waktu di kocok', 'minyak goreng untuk menggoreng']",tahu
Tahu kuah kecap,"[',goreng', '/2 bawang bombay,iris memanjang', ',cincang', ',iris serong', ',iris serong', ',potong""', 'sejempol lengkuas,keprek', 'secukupnya bumbu halus:pala,merica', 'secukupnya:saori,kecap manis,garam,kaldu bubuk,air']",tahu
Baso Tahu & Siomay,"['/daging ayam cincang', 'daun bawang secukupnya iris tipis', ',gula dan merica', 'kulit pangsit kukus', 'tahu putih potong jadi 2 kosongkan bag.tengahnya']",tahu
Lodeh / santan Telur Puyuh Kacang Tahu🍲🍲,"['/4 kg telur puyuh rebus kupas', 'bumbu :', '/2 cm kunyit -+', 'sejumput lada', '/2 sdt ketumbar', 'secukupnya gula garam penyedap,minyak untuk menumis']",tahu
Kupat Tahu Kulonprogo,"['bahan kuah:', ', kupas n cuci bersih', 'secukupnya cabe rawit merah cuci bersih', 'secukupnya asam jawa,buang bijinya', 'secukupnya kecap manis', 'secukupnya garam', 'secukupnya air', 'pelengkap:', 'secukupnya kupat', 'secukupnya taoge pendek, cuci n rebus sebentar, tdk sampe matang', 'secukupnya kubis yg sudah diiris,cuci n rebus,tdk sampe matang', 'secukupnya tahu goreng', 'secukupnya tempe goreng']",tahu
Nuget Tahu,"['tahu putih', 'secukupnya tepung terigu', 'bumbu :', '/2 sdt merica butiran', 'secukupnya garam']",tahu
Tahu sutra bayam jepang,"['secukupnya garam', 'secukupnya lada', 'secukupnya kaldu jamur', '/4 siung bawang bombay uk sedang iris kasar', 'udang kupas secukupnya  sy pakai udang!', 'secukupnya air']",tahu
Tahu Gejrot Cirebon,"['/tahu sumedang', '/2 sdt garam', 'secukupnya air matang']",tahu
Sambal rawit ikan serai tahu,"['bumbu halus', '/2 ons cabe merah dan hijau panjang', '/2 ons cabe rawit', 'secukupnya garam', 'secukupnya penyedap rasa']",tahu
Rolade tahu,"['secukupnya garam', 'secukupnya masako ayam', 'bahan kulit :', 'secukupnya lada halus', 'secukupnya garam']",tahu
Tumis Toge Tahu,"[', buang ekor dan cuci', 'sedikit air', 'secukupnya penyedap rasa, merica']",tahu
Martabak Tahu,"['/2 sdt kaldu bubuk', '/2 sdt garam', '/2 sdt merica bubuk', ', iris tipis']",tahu
69.Tumis Taoge with Tahu Goreng,"['/2 bks masako sapi', 'sejumput garam', '/2 sdt merica bubuk', '📎 bumbu iris :']",tahu
"Nugget ceria (tahu, wortel, telur, mie & makaroni) 😄","['bahan nugget :', '/ hancurkan', 'bahan pencelup:', 'secukupnya terigu encerkan dg sdkit air/ telur kocok lepas', 'secukupnya garam', 'bahan pelapis :', 'secukupnya tepung panir / roti', 'bumbu halus :', 'secukupnya garam', '/ sapi']",tahu
"Oseng-oseng Tahu,Tempe,Kacang Panjang Sederhana","['kacang panjang', 'tahu', 'tempe', 'sesuai selera garam', 'sesuai selera gula', 'sesuai selera kecap manis', 'penyedap rasa', 'sesuai selera cabe rawit', 'sesuai selera cabe merah', 'secukupnya air', 'minyak goreng untuk menumis']",tahu
Tahu Gejrot,"[', goreng lalu potong2', ',5 keping gula merah', 'secukupnya garam', 'secukupnya air']",tahu
Tahu isi,"[', iris korek', 'sedikit terasi', '/2 sdm garam', 'minyak untuk menumis', 'air']",tahu
Tahu Isi Sayur Pedas,"[', serut', ', rajang kasar', ',iris halus', ',iris halus', 'bumbu halus :', '/2 sdt merica', 'sesuai selera cabai rawit', 'bahan pelapis tahu :', '/2 sdt tepung beras', '/2 sdt garam', 'sambal petis :', '/2 sdt garam', 'sesuai selera cabai rawit']",tahu
Rendang ayam tahu no santan,"['/2 kg ayam potong', 'bumbu halus:', '/2 sdt merica bubuk', '/lengkuas', 'sedikit ketumbar', 'bumbu pelengkap:', 'garam', 'gula', 'secukupnya air rebusan ayam']",tahu
Tahu Penyet Simply Tasty,"['secukupnya garam dan air unt rendaman tahu', 'bahan sambel:', '/2 sdt garam', '/4 sdt gula/ sjumput penyedap']",tahu
Tahu Saus Bawang,"['tepung maizena', 'garam gula/kaldu bubuk', 'minyak goreng']",tahu
Tahu dorokdok alias kerupuk kulit. saori lada hitam,"['bahan', 'penyedap rasa', 'sedikit gula putih']",tahu
Pepes tahu teri kemangi,"['bumbu:', '/2 bungkus masako', 'pelengkap:', '/2 ons teri']",tahu
Tumis ayam tahu jamur,"['tahu iris kotak*', 'jamur', 'bawang goreng', 'secukupnya air', 'minyak untuk menumis', 'bumbu halus :', '/4 sdt merica butiran']",tahu
Botok tahu tempe,"['bumbu halus:', 'secukupnya garam', '/2 sdt gula pasir', 'pelengkap:', 'daun untuk membungkus', 'tusuk gigi']",tahu
Gule daun singkong campur tahu dan telor ala rumahan,"['/2 santan kara', 'garam', 'gula pasir', 'penyedap rasa', 'bahan yang dihaluskan:']",tahu
Capcay tahu.,"['/2 tahu dari 1 petak atau bakso ikan', '/2 sawi putih dari yg kecil', '/2 sdm saus tiram', 'secukupnya minyak makan', 'secukupnya air', 'sedikit lada bubuk', 'secukupnya kaldu bubuk', 'sedikit gula']",tahu
Tahu putih cabe ijo,"['secukupnya garam', 'secukupnya merica bubuk', 'secukupnya kecap manis', 'secukupnya gula pasir', 'secukupnya air putih', 'secukupnya sledri dan daun bawang']",tahu
Tahu sawi lada hitam,"['secukupnya cabe', 'air', 'gula', 'garam', 'saos lada hitam']",tahu
Tahu Nori Saus Teriyaki,"[', potong sesuai ukuran tahu', 'secukupnya tepung terigu', 'secukupnya garam, merica bubuk', '▶bumbu:', ', cincang halus', ', larutkan dengan sedikit air', 'secukupnya air']",tahu
